Concurso,Data,bola 1,bola 2,bola 3,bola 4,bola 5,bola 6,Acertou
6386,23/02/2024,31,13,15,49,6,43,0
6387,23/02/2024,58,4,21,31,2,24,0
6388,23/02/2024,49,5,32,21,7,33,0
6389,23/02/2024,30,32,52,50,57,2,0
6390,23/02/2024,36,4,40,38,3,13,0
6391,23/02/2024,11,54,13,27,41,52,0
6392,23/02/2024,16,10,21,35,45,53,0
6393,23/02/2024,44,31,49,13,50,39,0
6394,23/02/2024,50,57,35,15,8,1,0
6395,23/02/2024,46,45,33,32,4,22,0
6396,23/02/2024,6,13,42,26,7,21,0
6397,23/02/2024,5,18,14,29,48,44,0
6398,23/02/2024,7,36,21,9,56,55,0
6399,23/02/2024,36,15,34,37,40,28,0
6400,23/02/2024,7,18,46,37,34,44,0
6401,23/02/2024,45,20,36,30,25,54,0
6402,23/02/2024,22,53,32,50,52,15,0
6403,23/02/2024,47,5,19,46,50,26,0
6404,23/02/2024,18,22,60,42,7,38,0
6405,23/02/2024,57,22,54,2,37,36,0
6406,23/02/2024,38,11,56,34,18,23,0
6407,23/02/2024,25,54,59,43,42,57,0
6408,23/02/2024,30,20,43,25,5,33,0
6409,23/02/2024,51,50,48,21,52,19,0
6410,23/02/2024,32,51,57,16,28,3,0
6411,23/02/2024,54,53,48,45,44,22,0
6412,23/02/2024,9,24,48,27,45,58,0
6413,23/02/2024,9,21,60,34,10,20,0
6414,23/02/2024,14,56,47,9,16,36,0
6415,23/02/2024,36,28,30,40,50,47,0
6416,23/02/2024,17,3,59,24,7,34,0
6417,23/02/2024,50,55,37,36,11,23,0
6418,23/02/2024,7,38,12,14,4,51,0
6419,23/02/2024,57,38,25,37,9,39,0
6420,23/02/2024,9,2,23,17,45,8,0
6421,23/02/2024,39,45,40,18,30,43,0
6422,23/02/2024,29,44,4,40,46,19,0
6423,23/02/2024,56,60,19,3,49,6,0
6424,23/02/2024,38,10,50,25,26,19,0
6425,23/02/2024,57,29,41,32,53,23,0
6426,23/02/2024,10,57,45,31,2,32,0
6427,23/02/2024,2,53,52,48,24,20,0
6428,23/02/2024,24,55,28,9,58,15,0
6429,23/02/2024,47,44,2,55,42,60,0
6430,23/02/2024,10,50,31,44,29,26,0
6431,23/02/2024,27,14,45,34,58,22,0
6432,23/02/2024,36,52,19,30,42,56,0
6433,23/02/2024,54,30,25,48,16,28,0
6434,23/02/2024,60,54,50,5,2,48,0
6435,23/02/2024,38,24,41,8,20,13,0
6436,23/02/2024,38,60,50,40,44,56,0
6437,23/02/2024,15,29,44,9,46,17,0
6438,23/02/2024,4,28,18,1,46,11,0
6439,23/02/2024,19,16,2,33,32,29,0
6440,23/02/2024,26,37,35,21,60,46,0
6441,23/02/2024,52,39,43,29,23,28,0
6442,23/02/2024,33,49,3,52,20,51,0
6443,23/02/2024,51,47,36,34,53,18,0
6444,23/02/2024,21,5,37,34,30,19,0
6445,23/02/2024,19,18,13,14,49,5,0
6446,23/02/2024,50,39,18,49,21,53,0
6447,23/02/2024,27,28,24,41,17,23,0
6448,23/02/2024,1,26,36,58,23,55,0
6449,23/02/2024,34,52,49,1,27,19,0
6450,23/02/2024,35,53,18,46,42,20,0
6451,23/02/2024,42,32,6,35,45,21,0
6452,23/02/2024,17,35,9,34,47,30,0
6453,23/02/2024,46,21,51,27,60,15,0
6454,23/02/2024,23,34,6,2,40,37,0
6455,23/02/2024,52,17,25,7,24,60,0
6456,23/02/2024,2,14,22,54,31,5,0
6457,23/02/2024,37,47,16,1,57,6,0
6458,23/02/2024,29,28,6,47,4,39,0
6459,23/02/2024,50,22,3,5,13,35,0
6460,23/02/2024,59,5,44,50,43,11,0
6461,23/02/2024,36,55,8,3,47,33,0
6462,23/02/2024,16,39,15,55,44,24,0
6463,23/02/2024,24,6,33,3,8,11,0
6464,23/02/2024,22,7,14,59,38,24,0
6465,23/02/2024,52,56,1,54,4,27,0
6466,23/02/2024,1,37,11,26,43,60,0
6467,23/02/2024,4,32,50,34,52,29,0
6468,23/02/2024,42,60,5,24,11,41,0
6469,23/02/2024,55,12,45,58,34,21,0
6470,23/02/2024,7,25,8,16,57,32,0
6471,23/02/2024,11,32,57,55,14,52,0
6472,23/02/2024,37,58,41,31,19,24,0
6473,23/02/2024,45,14,17,52,28,8,0
6474,23/02/2024,60,10,18,15,1,23,0
6475,23/02/2024,55,43,8,16,54,41,0
6476,23/02/2024,11,23,52,17,40,46,0
6477,23/02/2024,21,41,5,47,34,37,0
6478,23/02/2024,13,16,11,42,49,38,0
6479,23/02/2024,38,35,13,9,22,8,0
6480,23/02/2024,52,48,12,25,26,33,0
6481,23/02/2024,49,39,38,52,5,48,0
6482,23/02/2024,49,54,28,10,57,11,0
6483,23/02/2024,46,1,48,52,50,41,0
6484,23/02/2024,34,1,58,50,14,54,0
6485,23/02/2024,14,12,55,47,60,53,0
6486,23/02/2024,51,11,52,34,49,21,0
6487,23/02/2024,45,54,44,24,17,36,0
6488,23/02/2024,52,11,19,40,20,8,0
6489,23/02/2024,11,50,13,4,32,37,0
6490,23/02/2024,26,36,13,24,39,44,0
6491,23/02/2024,49,1,38,10,58,45,0
6492,23/02/2024,5,12,58,19,56,6,0
6493,23/02/2024,55,60,43,13,14,35,0
6494,23/02/2024,19,30,20,59,12,21,0
6495,23/02/2024,29,54,4,32,31,44,0
6496,23/02/2024,3,30,46,27,60,1,0
6497,23/02/2024,37,4,41,51,44,35,0
6498,23/02/2024,60,23,1,26,13,5,0
6499,23/02/2024,57,52,32,11,31,17,0
6500,23/02/2024,24,50,4,32,28,9,0
6501,23/02/2024,53,21,8,19,36,29,0
6502,23/02/2024,37,1,7,47,46,18,0
6503,23/02/2024,53,16,29,13,25,58,0
6504,23/02/2024,58,28,3,8,23,54,0
6505,23/02/2024,16,45,40,37,21,41,0
6506,23/02/2024,4,29,24,21,60,3,0
6507,23/02/2024,3,60,26,54,7,31,0
6508,23/02/2024,24,52,31,55,16,12,0
6509,23/02/2024,17,32,7,21,18,19,0
6510,23/02/2024,55,4,41,44,21,51,0
6511,23/02/2024,16,37,21,51,17,59,0
6512,23/02/2024,17,46,45,25,18,50,0
6513,23/02/2024,53,44,39,55,20,2,0
6514,23/02/2024,19,52,32,2,48,38,0
6515,23/02/2024,17,59,15,26,5,28,0
6516,23/02/2024,35,53,40,18,58,28,0
6517,23/02/2024,23,47,44,60,10,31,0
6518,23/02/2024,35,59,53,8,18,52,0
6519,23/02/2024,40,37,7,24,55,17,0
6520,23/02/2024,4,2,29,59,39,52,0
6521,23/02/2024,57,12,38,33,29,14,0
6522,23/02/2024,48,2,27,11,44,43,0
6523,23/02/2024,31,39,30,58,34,19,0
6524,23/02/2024,30,1,22,10,4,27,0
6525,23/02/2024,47,36,19,30,33,38,0
6526,23/02/2024,49,25,46,60,48,15,0
6527,23/02/2024,51,44,11,32,41,10,0
6528,23/02/2024,16,47,23,38,43,17,0
6529,23/02/2024,2,6,19,14,26,30,0
6530,23/02/2024,41,6,16,55,28,26,0
6531,23/02/2024,49,13,45,42,24,60,0
6532,23/02/2024,7,37,5,50,14,44,0
6533,23/02/2024,16,9,57,52,49,45,0
6534,23/02/2024,17,31,22,2,29,7,0
6535,23/02/2024,20,3,49,47,35,37,0
6536,23/02/2024,36,14,46,6,34,4,0
6537,23/02/2024,1,55,52,28,43,47,0
6538,23/02/2024,53,4,20,32,37,54,0
6539,23/02/2024,55,4,21,46,40,49,0
6540,23/02/2024,47,18,55,10,38,56,0
6541,23/02/2024,33,20,28,30,21,56,0
6542,23/02/2024,11,41,58,24,25,2,0
6543,23/02/2024,44,50,23,56,4,48,0
6544,23/02/2024,18,13,46,59,22,34,0
6545,23/02/2024,55,40,9,60,26,1,0
6546,23/02/2024,36,51,59,3,56,30,0
6547,23/02/2024,36,31,43,60,39,8,0
6548,23/02/2024,38,27,51,59,44,31,0
6549,23/02/2024,17,28,20,32,4,25,0
6550,23/02/2024,43,22,37,60,1,24,0
6551,23/02/2024,47,48,51,14,5,43,0
6552,23/02/2024,19,59,17,40,37,4,0
6553,23/02/2024,9,28,53,15,8,24,0
6554,23/02/2024,33,42,6,22,48,18,0
6555,23/02/2024,54,34,17,59,5,52,0
6556,23/02/2024,17,38,34,51,52,28,0
6557,23/02/2024,7,23,8,35,59,4,0
6558,23/02/2024,47,15,23,8,54,1,0
6559,23/02/2024,26,47,30,45,35,33,0
6560,23/02/2024,33,13,50,36,11,49,0
6561,23/02/2024,56,23,25,58,30,22,0
6562,23/02/2024,60,27,32,48,19,9,0
6563,23/02/2024,14,23,27,39,17,60,0
6564,23/02/2024,40,19,29,23,36,60,0
6565,23/02/2024,4,15,25,2,42,39,0
6566,23/02/2024,1,19,47,58,15,16,0
6567,23/02/2024,20,6,37,48,7,42,0
6568,23/02/2024,59,44,28,45,40,2,0
6569,23/02/2024,19,34,27,13,57,51,0
6570,23/02/2024,11,55,1,52,40,50,0
6571,23/02/2024,34,4,17,38,29,3,0
6572,23/02/2024,9,22,2,33,38,44,0
6573,23/02/2024,14,22,13,54,15,42,0
6574,23/02/2024,44,57,36,39,25,5,0
6575,23/02/2024,9,2,25,7,36,39,0
6576,23/02/2024,32,6,20,14,35,16,0
6577,23/02/2024,4,43,20,42,14,56,0
6578,23/02/2024,54,47,37,7,25,4,0
6579,23/02/2024,54,46,10,35,22,34,0
6580,23/02/2024,8,16,6,44,5,35,0
6581,23/02/2024,5,32,4,28,24,9,0
6582,23/02/2024,45,41,19,8,34,50,0
6583,23/02/2024,26,43,32,56,19,42,0
6584,23/02/2024,60,46,17,45,41,35,0
6585,23/02/2024,23,28,48,3,15,13,0
6586,23/02/2024,12,30,9,56,19,5,0
6587,23/02/2024,4,14,5,27,1,9,0
6588,23/02/2024,57,3,19,33,50,49,0
6589,23/02/2024,44,48,8,43,55,3,0
6590,23/02/2024,32,25,13,22,36,12,0
6591,23/02/2024,56,10,18,43,42,53,0
6592,23/02/2024,32,21,39,46,43,45,0
6593,23/02/2024,15,11,59,22,1,55,0
6594,23/02/2024,31,59,47,55,5,9,0
6595,23/02/2024,41,25,24,53,43,17,0
6596,23/02/2024,33,39,11,48,42,50,0
6597,23/02/2024,35,42,24,22,56,58,0
6598,23/02/2024,28,54,53,55,37,20,0
6599,23/02/2024,57,10,21,19,27,49,0
6600,23/02/2024,5,7,55,58,31,12,0
6601,23/02/2024,48,2,5,39,41,38,0
6602,23/02/2024,33,32,6,37,1,20,0
6603,23/02/2024,54,3,19,34,43,58,0
6604,23/02/2024,3,10,55,11,56,13,0
6605,23/02/2024,59,36,50,55,46,60,0
6606,23/02/2024,2,50,38,19,51,11,0
6607,23/02/2024,24,18,52,42,22,41,0
6608,23/02/2024,49,54,29,7,22,14,0
6609,23/02/2024,7,14,27,20,54,32,0
6610,23/02/2024,24,43,12,13,33,11,0
6611,23/02/2024,16,39,34,19,45,55,0
6612,23/02/2024,35,60,49,57,28,31,0
6613,23/02/2024,1,17,21,56,32,4,0
6614,23/02/2024,40,36,32,14,23,39,0
6615,23/02/2024,20,53,6,31,15,7,0
6616,23/02/2024,12,16,8,37,28,15,0
6617,23/02/2024,22,60,52,25,45,14,0
6618,23/02/2024,25,17,26,44,47,13,0
6619,23/02/2024,6,58,56,10,47,17,0
6620,23/02/2024,23,4,6,20,57,13,0
6621,23/02/2024,16,53,30,47,33,49,0
6622,23/02/2024,55,60,2,8,28,47,0
6623,23/02/2024,21,22,6,9,52,3,0
6624,23/02/2024,9,60,22,36,10,6,0
6625,23/02/2024,31,29,15,51,12,27,0
6626,23/02/2024,19,40,10,37,49,17,0
6627,23/02/2024,22,51,53,18,1,13,0
6628,23/02/2024,38,11,25,24,37,45,0
6629,23/02/2024,36,4,16,30,57,39,0
6630,23/02/2024,38,28,4,27,34,18,0
6631,23/02/2024,43,11,26,2,34,19,0
6632,23/02/2024,52,1,5,38,32,28,0
6633,23/02/2024,6,58,47,39,54,13,0
6634,23/02/2024,44,53,54,2,33,43,0
6635,23/02/2024,20,33,3,15,2,52,0
6636,23/02/2024,52,19,29,14,59,25,0
6637,23/02/2024,15,18,21,38,60,36,0
6638,23/02/2024,56,31,26,54,45,21,0
6639,23/02/2024,28,22,50,32,54,51,0
6640,23/02/2024,54,30,32,34,21,9,0
6641,23/02/2024,38,60,33,8,34,40,0
6642,23/02/2024,19,44,23,8,20,37,0
6643,23/02/2024,58,39,30,9,20,31,0
6644,23/02/2024,56,34,3,58,15,25,0
6645,23/02/2024,52,51,2,17,23,1,0
6646,23/02/2024,50,57,54,5,45,4,0
6647,23/02/2024,19,28,43,12,48,58,0
6648,23/02/2024,40,41,1,45,48,43,0
6649,23/02/2024,16,52,55,14,53,25,0
6650,23/02/2024,42,4,40,28,56,15,0
6651,23/02/2024,8,45,3,38,10,32,0
6652,23/02/2024,25,55,35,14,31,29,0
6653,23/02/2024,53,27,40,39,55,17,0
6654,23/02/2024,10,56,16,29,41,55,0
6655,23/02/2024,40,2,5,29,30,1,0
6656,23/02/2024,51,38,4,19,50,28,0
6657,23/02/2024,8,53,50,38,14,42,0
6658,23/02/2024,25,11,42,22,24,31,0
6659,23/02/2024,39,56,22,37,48,14,0
6660,23/02/2024,47,41,35,27,1,46,0
6661,23/02/2024,32,19,7,34,20,47,0
6662,23/02/2024,11,25,55,53,47,34,0
6663,23/02/2024,8,14,3,20,54,23,0
6664,23/02/2024,44,55,45,9,21,59,0
6665,23/02/2024,31,2,20,47,58,39,0
6666,23/02/2024,4,33,14,21,30,22,0
6667,23/02/2024,2,32,4,9,53,13,0
6668,23/02/2024,37,32,18,21,19,59,0
6669,23/02/2024,25,55,57,17,33,19,0
6670,23/02/2024,12,49,58,10,20,31,0
6671,23/02/2024,4,34,49,53,54,52,0
6672,23/02/2024,20,6,24,5,27,8,0
6673,23/02/2024,43,29,10,40,47,22,0
6674,23/02/2024,36,54,5,52,24,41,0
6675,23/02/2024,2,35,7,11,55,15,0
6676,23/02/2024,21,38,32,33,13,45,0
6677,23/02/2024,2,57,58,47,29,6,0
6678,23/02/2024,40,10,22,23,37,49,0
6679,23/02/2024,20,57,25,8,1,32,0
6680,23/02/2024,2,23,16,60,4,40,0
6681,23/02/2024,55,57,42,44,39,14,0
6682,23/02/2024,59,53,41,58,51,33,0
6683,23/02/2024,38,24,42,51,27,5,0
6684,23/02/2024,4,8,28,24,34,27,0
6685,23/02/2024,27,51,33,37,10,45,0
6686,23/02/2024,56,18,22,5,42,48,0
6687,23/02/2024,43,48,30,23,11,44,0
6688,23/02/2024,8,55,21,24,49,1,0
6689,23/02/2024,17,50,35,38,12,55,0
6690,23/02/2024,32,24,47,4,13,37,0
6691,23/02/2024,10,29,56,45,39,22,0
6692,23/02/2024,59,37,1,21,17,34,0
6693,23/02/2024,30,48,5,34,47,50,0
6694,23/02/2024,11,19,23,15,13,33,0
6695,23/02/2024,2,30,42,18,28,12,0
6696,23/02/2024,15,40,3,21,47,54,0
6697,23/02/2024,5,31,18,56,45,34,0
6698,23/02/2024,50,20,15,33,32,37,0
6699,23/02/2024,46,9,24,45,34,27,0
6700,23/02/2024,51,25,18,55,56,39,0
6701,23/02/2024,47,56,2,12,54,55,0
6702,23/02/2024,2,57,13,26,39,23,0
6703,23/02/2024,26,20,32,59,23,30,0
6704,23/02/2024,25,50,31,59,9,20,0
6705,23/02/2024,4,30,58,51,1,40,0
6706,23/02/2024,14,56,28,4,36,40,0
6707,23/02/2024,1,39,19,8,35,22,0
6708,23/02/2024,45,43,11,1,16,20,0
6709,23/02/2024,21,46,38,10,39,5,0
6710,23/02/2024,25,21,11,28,58,6,0
6711,23/02/2024,47,29,5,57,9,25,0
6712,23/02/2024,51,5,49,58,60,7,0
6713,23/02/2024,7,51,27,58,14,56,0
6714,23/02/2024,28,3,13,60,30,22,0
6715,23/02/2024,46,37,53,11,48,49,0
6716,23/02/2024,18,36,49,56,35,34,0
6717,23/02/2024,10,54,56,29,41,11,0
6718,23/02/2024,54,41,51,59,10,27,0
6719,23/02/2024,35,32,53,56,4,18,0
6720,23/02/2024,40,18,7,36,28,35,0
6721,23/02/2024,47,19,53,38,52,45,0
6722,23/02/2024,58,53,21,9,3,38,0
6723,23/02/2024,34,24,8,43,5,37,0
6724,23/02/2024,30,15,46,39,20,59,0
6725,23/02/2024,45,3,31,17,58,20,0
6726,23/02/2024,32,19,49,43,3,59,0
6727,23/02/2024,41,43,31,5,14,55,0
6728,23/02/2024,19,12,2,45,50,24,0
6729,23/02/2024,54,24,51,57,21,9,0
6730,23/02/2024,18,36,20,17,21,45,0
6731,23/02/2024,7,20,49,60,13,42,0
6732,23/02/2024,25,54,1,2,9,12,0
6733,23/02/2024,58,9,16,29,17,28,0
6734,23/02/2024,8,51,2,18,55,34,0
6735,23/02/2024,19,37,58,53,12,3,0
6736,23/02/2024,18,32,7,43,45,30,0
6737,23/02/2024,45,19,12,7,39,55,0
6738,23/02/2024,2,5,38,27,30,33,0
6739,23/02/2024,43,60,30,25,6,46,0
6740,23/02/2024,50,8,24,25,15,3,0
6741,23/02/2024,17,8,29,38,44,25,0
6742,23/02/2024,23,38,30,7,8,6,0
6743,23/02/2024,17,19,31,53,39,36,0
6744,23/02/2024,55,15,38,40,18,10,0
6745,23/02/2024,46,23,51,43,54,38,0
6746,23/02/2024,51,30,25,23,20,59,0
6747,23/02/2024,45,27,58,19,34,26,0
6748,23/02/2024,24,56,32,26,17,20,0
6749,23/02/2024,5,14,40,18,17,51,0
6750,23/02/2024,53,51,44,13,17,58,0
6751,23/02/2024,52,3,29,59,9,1,0
6752,23/02/2024,11,58,42,26,60,29,0
6753,23/02/2024,15,60,21,46,11,6,0
6754,23/02/2024,38,48,18,57,44,9,0
6755,23/02/2024,47,2,21,20,1,39,0
6756,23/02/2024,40,24,32,4,41,48,0
6757,23/02/2024,31,56,16,59,28,20,0
6758,23/02/2024,13,7,51,39,35,9,0
6759,23/02/2024,8,36,4,40,39,6,0
6760,23/02/2024,58,10,53,50,15,29,0
6761,23/02/2024,49,14,31,46,4,51,0
6762,23/02/2024,38,33,59,56,17,19,0
6763,23/02/2024,34,46,26,2,43,21,0
6764,23/02/2024,53,54,10,41,21,28,0
6765,23/02/2024,30,2,21,23,7,38,0
6766,23/02/2024,31,41,17,5,29,7,0
6767,23/02/2024,25,31,8,33,2,35,0
6768,23/02/2024,60,44,56,34,7,28,0
6769,23/02/2024,30,43,31,40,26,1,0
6770,23/02/2024,50,18,44,37,56,12,0
6771,23/02/2024,36,4,21,24,49,52,0
6772,23/02/2024,13,39,56,17,8,45,0
6773,23/02/2024,6,53,43,30,50,10,0
6774,23/02/2024,4,43,38,35,10,54,0
6775,23/02/2024,42,10,49,40,60,39,0
6776,23/02/2024,48,47,19,60,20,30,0
6777,23/02/2024,34,17,36,37,54,48,0
6778,23/02/2024,10,20,28,44,13,23,0
6779,23/02/2024,40,26,33,36,19,35,0
6780,23/02/2024,20,1,60,23,47,18,0
6781,23/02/2024,41,20,27,21,33,55,0
6782,23/02/2024,34,16,40,57,12,43,0
6783,23/02/2024,1,40,17,9,29,45,0
6784,23/02/2024,37,28,24,14,20,2,0
6785,23/02/2024,18,41,49,9,1,25,0
6786,23/02/2024,51,53,19,37,33,8,0
6787,23/02/2024,22,47,57,38,19,20,0
6788,23/02/2024,47,12,22,5,51,42,0
6789,23/02/2024,28,29,33,31,59,48,0
6790,23/02/2024,58,48,51,44,17,39,0
6791,23/02/2024,53,5,24,49,57,34,0
6792,23/02/2024,38,46,26,51,6,58,0
6793,23/02/2024,24,11,12,10,3,35,0
6794,23/02/2024,38,31,15,36,27,37,0
6795,23/02/2024,41,39,28,38,22,16,0
6796,23/02/2024,44,5,42,6,41,60,0
6797,23/02/2024,26,41,24,56,7,30,0
6798,23/02/2024,22,9,28,8,32,17,0
6799,23/02/2024,50,17,11,10,56,34,0
6800,23/02/2024,18,21,31,55,11,4,0
6801,23/02/2024,57,34,1,58,54,15,0
6802,23/02/2024,25,50,57,46,51,31,0
6803,23/02/2024,40,46,52,27,2,5,0
6804,23/02/2024,10,12,18,39,19,32,0
6805,23/02/2024,9,24,7,37,26,32,0
6806,23/02/2024,6,9,46,59,10,52,0
6807,23/02/2024,38,33,29,45,39,4,0
6808,23/02/2024,44,51,40,34,46,38,0
6809,23/02/2024,4,45,6,47,60,36,0
6810,23/02/2024,56,16,7,48,9,50,0
6811,23/02/2024,23,17,59,4,38,42,0
6812,23/02/2024,27,22,13,49,4,43,0
6813,23/02/2024,59,29,22,38,23,57,0
6814,23/02/2024,49,13,30,2,24,9,0
6815,23/02/2024,51,52,43,40,59,31,0
6816,23/02/2024,43,47,21,45,36,57,0
6817,23/02/2024,44,38,9,6,4,11,0
6818,23/02/2024,28,5,31,19,43,38,0
6819,23/02/2024,25,14,15,13,6,2,0
6820,23/02/2024,3,33,40,60,4,32,0
6821,23/02/2024,2,31,26,15,12,56,0
6822,23/02/2024,46,7,35,54,43,9,0
6823,23/02/2024,39,44,40,45,38,15,0
6824,23/02/2024,7,51,16,12,32,44,0
6825,23/02/2024,13,38,55,47,31,26,0
6826,23/02/2024,42,47,31,28,2,55,0
6827,23/02/2024,39,24,22,16,17,56,0
6828,23/02/2024,39,40,47,55,26,19,0
6829,23/02/2024,37,23,29,33,15,43,0
6830,23/02/2024,10,42,9,35,49,13,0
6831,23/02/2024,4,19,30,36,33,39,0
6832,23/02/2024,7,30,18,14,40,9,0
6833,23/02/2024,41,7,25,60,9,40,0
6834,23/02/2024,56,34,6,1,18,3,0
6835,23/02/2024,43,16,50,36,35,4,0
6836,23/02/2024,39,53,11,31,45,12,0
6837,23/02/2024,49,34,20,59,52,42,0
6838,23/02/2024,35,21,45,7,47,46,0
6839,23/02/2024,21,32,38,10,46,40,0
6840,23/02/2024,34,21,29,37,46,55,0
6841,23/02/2024,24,28,3,32,45,7,0
6842,23/02/2024,48,59,60,40,16,34,0
6843,23/02/2024,38,2,13,16,40,54,0
6844,23/02/2024,45,34,8,58,57,17,0
6845,23/02/2024,39,8,7,19,45,27,0
6846,23/02/2024,12,45,41,59,29,48,0
6847,23/02/2024,29,60,35,32,3,26,0
6848,23/02/2024,41,22,12,48,35,14,0
6849,23/02/2024,42,27,47,3,49,14,0
6850,23/02/2024,1,47,19,29,20,56,0
6851,23/02/2024,34,43,51,58,28,29,0
6852,23/02/2024,8,9,6,5,40,36,0
6853,23/02/2024,49,31,48,24,56,9,0
6854,23/02/2024,23,24,26,55,52,34,0
6855,23/02/2024,1,14,43,27,53,20,0
6856,23/02/2024,2,28,33,55,34,31,0
6857,23/02/2024,20,55,34,43,54,10,0
6858,23/02/2024,17,60,22,5,7,24,0
6859,23/02/2024,32,53,24,30,15,3,0
6860,23/02/2024,12,35,13,11,38,36,0
6861,23/02/2024,49,8,41,4,38,39,0
6862,23/02/2024,53,3,16,54,18,30,0
6863,23/02/2024,47,48,18,45,37,40,0
6864,23/02/2024,30,22,18,2,49,27,0
6865,23/02/2024,30,45,35,46,13,52,0
6866,23/02/2024,16,31,48,18,28,20,0
6867,23/02/2024,12,35,50,46,1,31,0
6868,23/02/2024,39,49,50,29,4,31,0
6869,23/02/2024,43,19,8,60,4,45,0
6870,23/02/2024,44,13,53,7,43,21,0
6871,23/02/2024,48,15,25,49,40,19,0
6872,23/02/2024,33,22,47,60,48,12,0
6873,23/02/2024,24,40,56,8,48,54,0
6874,23/02/2024,39,26,12,1,20,31,0
6875,23/02/2024,30,50,17,23,51,59,0
6876,23/02/2024,31,38,14,60,54,32,0
6877,23/02/2024,3,44,10,13,23,33,0
6878,23/02/2024,36,11,4,12,25,29,0
6879,23/02/2024,27,48,54,18,14,32,0
6880,23/02/2024,16,9,26,18,53,19,0
6881,23/02/2024,30,51,41,40,58,42,0
6882,23/02/2024,55,39,22,15,58,18,0
6883,23/02/2024,10,20,36,54,21,40,0
6884,23/02/2024,56,51,8,47,35,19,0
6885,23/02/2024,58,21,56,50,38,1,0
6886,23/02/2024,41,54,42,49,13,33,0
6887,23/02/2024,56,30,21,26,48,23,0
6888,23/02/2024,38,7,34,14,15,53,0
6889,23/02/2024,50,41,31,57,2,15,0
6890,23/02/2024,46,35,16,57,10,4,0
6891,23/02/2024,51,52,19,18,35,42,0
6892,23/02/2024,50,51,40,18,21,47,0
6893,23/02/2024,42,5,10,14,46,49,0
6894,23/02/2024,47,7,31,26,3,49,0
6895,23/02/2024,1,35,46,6,50,23,0
6896,23/02/2024,44,48,6,30,5,21,0
6897,23/02/2024,28,1,57,15,49,18,0
6898,23/02/2024,28,41,51,16,8,30,0
6899,23/02/2024,31,20,48,23,47,22,0
6900,23/02/2024,8,3,52,21,29,39,0
6901,23/02/2024,26,31,48,17,2,19,0
6902,23/02/2024,43,58,24,3,34,31,0
6903,23/02/2024,50,4,30,13,33,57,0
6904,23/02/2024,20,8,46,42,10,15,0
6905,23/02/2024,7,30,24,39,6,57,0
6906,23/02/2024,22,28,20,9,26,56,0
6907,23/02/2024,25,59,58,30,36,6,0
6908,23/02/2024,39,60,59,33,41,18,0
6909,23/02/2024,3,5,57,35,41,36,0
6910,23/02/2024,60,53,46,5,8,35,0
6911,23/02/2024,37,1,44,30,56,58,0
6912,23/02/2024,41,20,33,47,3,31,0
6913,23/02/2024,60,10,14,19,7,4,0
6914,23/02/2024,56,29,7,20,59,57,0
6915,23/02/2024,21,45,18,27,43,2,0
6916,23/02/2024,47,43,42,49,24,40,0
6917,23/02/2024,23,46,12,8,7,38,0
6918,23/02/2024,28,49,10,45,51,25,0
6919,23/02/2024,41,14,26,15,52,43,0
6920,23/02/2024,18,22,47,35,23,7,0
6921,23/02/2024,60,51,30,36,25,33,0
6922,23/02/2024,17,49,30,41,21,36,0
6923,23/02/2024,10,8,12,47,1,20,0
6924,23/02/2024,18,37,4,26,22,41,0
6925,23/02/2024,58,23,30,57,55,34,0
6926,23/02/2024,36,13,14,29,52,8,0
6927,23/02/2024,11,42,3,17,44,51,0
6928,23/02/2024,13,33,19,6,38,35,0
6929,23/02/2024,16,15,55,30,41,27,0
6930,23/02/2024,13,40,29,34,15,28,0
6931,23/02/2024,50,38,25,51,39,41,0
6932,23/02/2024,29,1,39,31,40,26,0
6933,23/02/2024,51,13,45,28,57,52,0
6934,23/02/2024,44,46,42,14,8,24,0
6935,23/02/2024,19,16,7,25,50,35,0
6936,23/02/2024,51,33,47,41,15,40,0
6937,23/02/2024,7,8,5,56,28,2,0
6938,23/02/2024,28,38,20,37,23,9,0
6939,23/02/2024,28,57,37,44,49,51,0
6940,23/02/2024,49,34,12,35,37,38,0
6941,23/02/2024,59,19,2,13,55,28,0
6942,23/02/2024,34,20,10,38,60,44,0
6943,23/02/2024,34,1,19,47,13,20,0
6944,23/02/2024,21,28,13,10,37,34,0
6945,23/02/2024,8,28,32,6,37,18,0
6946,23/02/2024,2,47,51,56,49,38,0
6947,23/02/2024,14,8,7,52,21,55,0
6948,23/02/2024,35,5,45,2,1,22,0
6949,23/02/2024,59,30,60,43,4,45,0
6950,23/02/2024,48,39,5,53,4,44,0
6951,23/02/2024,40,36,60,6,27,21,0
6952,23/02/2024,39,21,26,13,29,33,0
6953,23/02/2024,16,24,44,22,8,56,0
6954,23/02/2024,22,39,46,43,40,27,0
6955,23/02/2024,4,36,15,58,49,38,0
6956,23/02/2024,1,27,25,15,5,33,0
6957,23/02/2024,44,45,35,27,19,40,0
6958,23/02/2024,48,45,57,33,9,4,0
6959,23/02/2024,2,30,20,10,12,41,0
6960,23/02/2024,60,49,36,54,16,53,0
6961,23/02/2024,19,53,16,2,21,42,0
6962,23/02/2024,34,57,37,36,22,32,0
6963,23/02/2024,39,55,26,44,19,18,0
6964,23/02/2024,5,6,57,17,37,54,0
6965,23/02/2024,60,33,12,44,1,10,0
6966,23/02/2024,6,40,29,7,28,4,0
